numerator,denominator,pct,abs_diff_pp,reproduces,definitions,all_time,unit,numerator_rule,pending_rule,rescinded_rule,date_basis,window
22.0,28,78.57,6.57,False,35,3,candidates: accepted if any offer accepted | offer records | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
11.0,14,78.57,6.57,False,47,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted | requisitions: mean of per-requisition rates | requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,2026 YTD to 2026-09-14 | trailing 3m to 2026-08-27 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
17.0,26,65.38,6.62,False,42,1,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
7.83,12,65.25,6.75,False,8,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
15.0,23,65.22,6.78,False,95,0,"applications: Stage = Hired / Applications.Offered On present | applications: Stage = Hired / Stage in (Hired, Offer) | candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted",Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Applications.Stage = Hired | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded | n/a: Stage cannot separate Pending from Declined,n/a | none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,2026 YTD to 2026-09-14 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
26.0,33,78.79,6.79,False,5,1,offer records,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,proxy: application carries a Rejection Reason -> excluded,Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
7.17,11,65.18,6.82,False,5,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as accepted,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,trailing 3m to 2026-08-27
13.42,17,78.94,6.94,False,2,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as accepted,none (no Rescinded status exists),Offers.Decision On,trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
15.0,19,78.95,6.95,False,54,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,2026 YTD to 2026-09-14 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
13.0,20,65.0,7.0,False,34,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted | Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
19.0,24,79.17,7.17,False,13,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending excluded,proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,2026 YTD to 2026-09-14 | trailing 6m to 2026-08-27
12.67,16,79.19,7.19,False,11,1,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
11.0,17,64.71,7.29,False,64,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted | requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,2026 YTD to 2026-09-14 | trailing 3m to 2026-08-27
23.0,29,79.31,7.31,False,28,5,candidates: accepted if any offer accepted | offer records | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending excluded,proxy: application carries a Rejection Reason -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
13.5,17,79.41,7.41,False,3,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> not accepted,Offers.Decision On,2026 YTD to 2026-09-14 | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
10.33,13,79.46,7.46,False,6,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted,Offers.Decision On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
20.0,31,64.52,7.48,False,39,5,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27 | Status = Accepted,Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
9.67,15,64.47,7.53,False,4,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,2026 YTD to 2026-09-14
18.0,28,64.29,7.71,False,22,2,candidates: outcome of latest offer (Offered On) | offer records,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
9.0,14,64.29,7.71,False,10,0,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
